cpu_usage,memory_usage,disk_usage,network_latency,restart_count,probe_failures,node_cpu_pressure,node_memory_pressure,pod_age_minutes,failure_label
3.59,59.4,20.64,307.51,1,0,0,0,296,1
89.6,92.59,35.71,455.41,3,3,1,1,1789,1
89.16,72.53,17.82,479.96,7,3,1,1,135,1
14.75,24.31,20.52,409.96,0,1,0,0,1977,0
98.66,86.99,33.78,203.11,5,1,1,0,1594,1
86.1,81.19,24.03,369.04,4,4,0,0,1431,1
87.25,90.41,19.23,171.46,4,2,1,0,130,1
81.09,78.05,80.71,20.4,6,2,1,1,636,1
33.37,61.7,20.66,43.03,1,0,0,0,173,0
55.69,73.88,81.42,127.54,0,0,0,0,159,0
49.36,90.85,68.95,297.45,3,1,1,0,1822,1
81.88,86.09,23.13,14.42,3,4,1,1,983,1
9.56,53.13,49.75,286.86,0,1,0,0,1720,1
84.82,71.72,80.79,16.19,7,3,1,1,224,1
40.86,70.2,69.39,19.39,3,0,1,0,1348,0
95.64,7.94,42.23,436.87,2,0,0,1,593,1
39.27,56.21,95.69,103.23,0,0,1,0,1731,0
99.42,93.93,19.76,271.25,2,2,0,0,16,1
37.81,95.38,44.46,282.68,0,0,1,0,436,0
92.86,81.38,39.21,283.72,2,3,0,0,238,1
90.63,88.54,2.07,309.13,6,4,1,0,1869,1
80.28,86.18,66.42,258.98,7,2,1,1,553,1
92.96,85.66,30.32,103.67,3,3,1,1,333,1
38.38,43.34,88.02,440.69,0,0,0,0,1435,0
42.56,86.23,72.05,221.76,7,0,0,0,1385,0
20.61,21.09,23.54,72.51,2,0,0,0,537,0
38.11,22.39,92.43,157.94,1,1,0,0,203,0
26.21,5.81,2.53,376.43,1,0,0,0,414,0
53.32,30.78,90.92,407.09,1,0,0,0,734,0
87.45,50.7,82.42,36.72,0,1,1,1,1302,1
3.3,70.15,21.72,24.56,1,0,1,0,985,0
76.09,78.93,9.79,144.7,2,3,0,1,300,0
74.47,99.06,48.83,315.11,0,0,0,0,1359,1
95.76,9.45,6.25,350.17,8,0,1,0,1267,1
81.51,35.04,57.55,241.66,0,1,0,0,142,0
89.74,70.79,62.22,451.03,5,3,1,1,460,1
24.02,19.76,97.08,60.61,0,1,0,0,1996,1
82.48,87.05,11.2,21.79,4,1,1,1,1583,1
98.4,99.81,19.76,219.59,2,4,0,1,1846,1
76.1,79.18,83.4,175.52,5,2,1,1,840,1
55.7,48.1,69.0,2.71,0,0,0,0,201,0
96.24,97.09,75.27,251.93,2,1,1,1,1472,1
75.77,79.75,2.01,80.44,3,3,1,0,593,1
32.94,50.65,2.5,229.73,1,1,0,0,581,0
27.78,44.57,7.75,105.31,0,0,0,0,901,0
4.14,26.39,43.6,457.7,5,2,0,0,1261,0
79.51,75.81,42.11,198.21,7,2,0,1,382,1
17.56,93.87,52.64,73.33,0,0,0,0,1944,0
25.17,42.59,86.37,242.62,4,4,0,0,1188,1
29.94,35.26,52.28,176.69,1,0,1,0,733,1
56.78,62.79,55.36,124.14,1,0,0,0,1090,0
91.64,72.13,88.07,12.94,7,5,0,0,38,1
98.14,98.67,58.71,186.44,6,3,1,1,459,1
20.76,10.48,44.76,498.98,0,0,0,0,177,0
95.24,94.79,9.44,217.89,5,5,1,1,57,1
63.23,56.85,70.87,191.19,0,0,0,0,1903,0
4.08,68.87,6.72,380.25,0,0,0,1,340,0
94.97,1.06,92.11,434.0,2,0,0,0,1493,0
96.2,7.28,47.4,372.85,3,1,0,0,1918,1
67.84,1.85,83.34,75.0,0,0,0,0,1794,0
31.41,9.9,67.28,404.86,1,0,0,0,1427,0
18.31,65.66,2.95,239.62,1,3,0,0,1493,0
81.54,78.15,6.82,274.15,4,3,1,0,201,1
40.44,80.46,39.01,494.95,8,0,0,0,366,0
96.22,81.33,40.02,252.4,0,0,0,0,1375,1
91.42,81.41,59.57,386.79,1,0,1,1,302,1
39.15,59.82,70.65,85.05,0,0,0,0,1782,0
81.06,36.68,59.02,145.49,2,3,0,0,1352,1
95.85,55.8,69.06,411.78,1,0,0,0,1839,0
75.1,90.47,44.3,436.38,6,5,1,1,943,1
49.86,99.71,43.12,337.88,0,1,0,0,1022,0
77.8,44.88,91.86,25.11,1,3,0,1,912,1
78.4,86.51,41.48,486.4,4,1,0,0,219,1
23.26,31.87,36.14,25.45,0,3,1,0,179,0
35.51,19.88,43.88,260.42,2,0,0,0,648,0
67.84,74.34,79.98,374.18,0,0,0,0,180,0
81.42,70.03,57.78,372.43,2,2,1,1,1423,1
85.32,70.57,75.84,141.48,6,3,1,1,808,1
41.59,61.33,94.37,2.02,0,0,0,0,635,0
78.43,82.17,41.63,237.17,5,4,1,1,909,1
93.67,93.35,79.37,347.43,4,3,1,1,563,1
44.67,54.63,93.66,491.68,3,1,0,0,1664,0
12.97,18.04,70.47,463.88,0,0,0,0,179,0
8.4,67.32,80.93,104.31,3,1,1,1,874,1
89.24,0.99,5.1,34.14,2,1,1,0,1830,0
36.06,14.98,64.85,497.17,4,0,0,0,1189,1
98.87,72.33,46.77,52.37,0,0,1,0,1938,0
20.62,11.74,23.96,149.74,1,3,1,0,962,1
71.14,54.72,71.86,325.11,0,0,0,0,1673,0
82.77,95.93,30.07,285.99,6,5,0,1,575,1
31.73,88.11,96.18,25.93,0,2,0,1,1913,1
84.68,98.43,17.86,250.16,8,3,0,1,840,1
88.37,6.32,99.26,382.08,0,1,0,1,667,1
98.08,63.17,7.6,48.29,1,1,0,0,1639,0
56.73,21.04,50.4,489.45,0,1,0,0,1306,0
47.66,41.14,80.83,10.53,0,0,0,1,1605,0
29.72,79.26,58.76,464.57,3,0,1,0,834,1
80.98,14.66,89.92,403.92,4,1,0,0,1504,0
19.12,48.15,59.18,369.32,0,0,0,0,1554,0
22.06,2.05,53.85,116.59,0,0,0,0,1590,0
84.76,34.43,6.07,347.96,0,1,1,0,6,0
98.18,77.5,79.55,116.98,6,2,1,1,1381,1
95.63,93.47,69.7,427.46,6,3,1,1,888,1
88.07,98.04,94.16,285.27,3,4,0,1,1158,1
98.72,83.25,33.57,45.23,0,0,0,1,1458,1
29.17,43.09,75.35,62.68,2,0,0,1,1552,0
93.37,98.47,26.66,76.5,5,3,0,1,1094,1
13.95,98.32,40.4,468.04,2,3,0,0,937,1
39.06,67.05,0.06,321.89,8,0,0,0,784,1
84.62,89.54,8.58,220.15,5,1,1,1,1662,1
85.22,99.64,36.12,242.35,0,0,0,0,1966,0
50.26,31.48,59.84,497.85,1,0,1,1,1380,1
74.05,2.06,14.98,305.03,0,2,0,1,901,0
13.41,11.79,51.88,337.71,0,0,0,0,589,0
21.7,45.6,49.41,17.44,0,0,1,0,1882,0
98.96,94.72,56.52,294.06,0,2,0,1,38,1
99.81,87.98,29.85,126.75,4,3,1,1,866,1
10.34,14.63,99.14,278.7,1,0,0,0,853,0
84.09,84.28,95.55,327.29,5,2,1,1,1286,1
69.07,35.21,33.5,161.59,0,2,0,0,347,0
0.79,74.51,72.76,341.91,0,0,0,0,1256,0
87.57,83.89,44.17,374.2,4,5,0,1,1869,1
81.25,74.24,14.38,315.33,5,3,1,1,1216,1
30.65,47.58,69.68,23.03,0,0,0,0,1167,0
9.98,20.38,6.88,168.55,5,0,0,0,1571,0
75.56,93.55,17.77,476.88,8,2,1,1,150,1
78.72,82.84,41.04,241.04,7,4,1,0,159,1
5.85,32.81,81.58,388.93,4,1,0,0,528,0
54.1,22.01,18.14,489.49,4,0,0,0,1933,0
80.24,75.44,85.69,86.2,8,4,1,0,1539,1
15.26,63.99,98.8,129.89,0,1,0,0,66,0
20.43,17.71,56.1,302.57,2,1,0,0,359,0
90.38,83.14,11.14,19.98,3,3,0,1,893,1
83.61,41.98,37.06,59.27,0,0,0,0,750,0
33.57,73.31,14.18,304.97,0,0,0,1,1620,0
20.77,56.01,32.95,127.04,0,1,0,0,1387,0
15.36,29.75,40.13,136.77,0,0,0,0,26,0
67.12,42.11,64.14,349.44,1,0,0,0,1451,0
13.25,41.64,5.15,230.65,0,1,0,0,1176,0
58.72,17.36,74.85,176.77,0,1,1,0,1214,1
73.03,83.02,84.73,101.04,1,0,1,0,534,1
80.63,83.88,81.48,329.53,6,3,1,0,1321,1
85.14,85.62,92.88,145.9,6,4,1,1,1145,1
59.84,57.48,33.3,216.21,0,1,0,0,1916,0
21.22,78.27,17.39,9.5,3,1,0,0,998,1
55.36,65.31,32.52,130.76,2,0,0,0,188,0
17.14,48.86,17.16,316.18,0,0,0,0,1936,0
96.24,88.55,5.38,335.06,5,3,0,0,1301,1
43.67,50.47,45.41,194.6,1,0,0,0,543,0
74.16,62.4,50.48,464.04,0,1,0,0,460,0
98.36,97.29,92.95,354.52,8,3,0,1,1959,1
97.35,88.15,96.8,252.55,2,1,1,1,1860,1
93.23,90.2,47.3,204.12,8,1,1,1,1770,1
20.83,48.81,11.66,484.07,1,0,0,0,1072,1
82.25,80.59,47.66,360.36,2,0,1,0,1175,1
46.14,37.43,17.35,112.82,2,2,0,1,616,0
63.46,28.31,38.88,480.71,1,1,0,0,1047,1
39.19,69.37,35.85,78.9,0,0,0,0,94,0
5.0,40.21,18.53,151.43,0,0,0,0,1193,0
44.92,31.49,47.92,33.88,0,1,0,0,1055,0
73.7,80.29,52.83,280.69,2,2,0,0,283,0
88.35,82.45,42.86,468.29,0,0,1,0,1094,1
59.17,94.62,9.82,353.93,0,0,0,0,1117,1
91.23,80.3,28.17,329.53,5,1,1,1,611,1
85.79,74.52,26.68,238.64,5,3,0,0,726,1
75.47,94.95,74.82,171.45,4,1,1,1,1722,1
9.5,42.3,9.75,35.18,0,2,0,0,1081,0
58.42,50.37,88.37,281.59,0,0,0,0,219,0
75.29,96.12,76.4,153.84,5,3,1,1,1233,1
83.39,57.78,87.28,390.65,0,2,0,0,420,0
7.06,24.86,98.34,435.59,2,0,1,1,182,1
91.92,94.46,10.79,68.39,8,2,1,0,624,1
97.14,89.35,15.15,31.01,8,2,1,1,470,1
78.43,87.39,92.24,395.1,5,3,1,0,401,1
54.02,58.34,21.48,474.44,2,0,0,0,1235,0
35.55,44.43,42.45,301.25,2,0,0,0,1102,0
88.82,79.89,63.23,168.1,5,1,0,0,157,1
36.17,47.6,23.35,371.88,2,2,0,0,761,1
25.57,71.04,56.95,13.63,1,0,0,0,231,0
22.32,83.37,99.03,354.12,0,1,0,0,934,1
68.99,58.61,9.8,241.97,0,0,0,1,1697,0
63.13,12.1,15.27,71.09,0,0,0,0,876,0
94.98,95.6,42.69,424.1,3,1,1,1,873,1
12.88,21.34,78.78,418.33,1,0,0,1,1661,1
16.74,84.33,87.9,280.07,0,2,0,0,33,0
27.55,27.03,98.33,494.18,1,0,0,0,1714,0
36.34,25.4,31.48,339.33,0,1,0,0,1075,0
81.24,82.51,19.5,325.01,1,0,0,0,608,0
13.36,29.26,61.06,467.76,0,1,1,0,45,0
10.42,4.88,90.0,267.31,0,1,0,0,1612,0
33.71,40.94,51.96,339.09,0,0,0,0,1462,0
47.59,36.12,56.13,226.7,6,3,0,0,1693,1
41.84,25.84,68.9,414.96,1,0,0,0,1313,0
76.8,75.5,74.21,136.96,4,2,1,1,1873,1
23.93,59.65,41.96,325.38,4,1,0,0,1614,1
55.2,15.76,21.64,356.57,1,0,0,0,626,0
52.19,78.63,57.48,497.0,0,0,1,0,1435,1
97.67,89.17,89.83,257.61,5,3,1,1,994,1
54.77,93.7,31.69,234.62,5,1,0,0,31,1
80.77,26.5,45.34,325.37,0,0,0,0,1092,0
5.09,56.84,49.5,402.68,1,1,1,0,1745,1
89.71,73.8,69.6,487.56,4,3,1,1,76,1
82.95,88.61,60.36,363.17,2,2,0,1,659,1
76.07,92.85,73.28,133.32,5,4,1,0,173,1
4.8,12.67,88.26,193.84,0,1,0,0,1187,0
20.39,60.89,70.14,298.68,4,0,0,0,1914,0
60.2,62.41,33.84,315.69,4,0,0,0,1622,0
29.37,22.96,54.65,374.8,1,0,0,0,179,0
33.97,83.64,71.88,408.7,5,0,0,0,883,0
37.27,5.7,23.41,490.05,0,0,1,0,559,0
1.56,54.71,57.58,26.92,0,0,0,0,4,0
81.87,93.66,95.39,296.35,2,2,1,1,135,1
82.28,81.81,97.67,172.94,8,5,1,1,1585,1
28.49,74.9,71.18,260.99,4,2,0,1,351,0
96.94,94.74,34.21,254.73,2,3,1,1,350,1
10.16,53.27,28.08,315.02,2,0,0,0,1941,0
50.58,43.35,28.68,286.12,6,0,0,0,1964,0
93.55,94.31,29.31,309.16,3,4,0,0,311,1
59.8,7.94,82.93,246.06,0,0,1,0,1147,0
96.9,88.2,16.5,267.42,3,4,1,1,1952,1
93.73,87.67,33.58,126.82,3,2,1,1,1467,1
30.52,18.6,54.5,262.96,0,0,0,0,1541,0
33.88,59.77,16.44,195.9,0,1,0,0,412,0
84.44,79.6,7.5,322.5,6,2,1,1,879,1
70.35,93.23,71.83,12.71,2,1,0,0,481,1
53.22,75.76,74.43,384.03,0,0,1,0,867,0
21.74,10.03,55.33,171.98,0,0,0,0,935,0
54.7,18.39,27.43,332.4,0,0,0,0,31,0
3.07,5.22,32.57,37.79,0,1,0,0,1584,0
98.35,85.26,14.35,290.99,2,1,0,1,1808,1
52.55,33.61,15.4,351.6,0,0,0,0,1991,0
77.18,89.64,83.41,352.32,4,3,1,1,1570,1
97.85,59.33,65.97,232.56,1,0,0,1,450,1
60.65,17.69,66.42,471.78,1,0,0,0,167,0
63.12,34.56,85.08,225.18,0,0,0,0,1485,0
93.17,93.14,50.21,175.07,3,3,1,1,1725,1
28.85,48.57,58.49,428.85,0,2,0,0,1359,0
76.97,91.81,71.85,42.82,3,3,1,1,1792,1
91.63,77.19,43.05,127.17,3,0,0,0,1759,1
65.96,50.27,40.22,330.52,4,1,0,1,189,1
87.22,89.12,68.6,487.84,5,5,1,1,855,1
35.34,41.71,95.52,103.59,2,0,1,0,719,1
88.21,80.91,60.49,186.3,8,5,0,1,439,1
81.97,52.12,80.38,367.11,0,1,0,0,1396,0
10.99,68.86,47.26,328.86,0,1,0,0,1862,0
57.8,14.9,44.23,137.97,0,0,0,1,842,0
24.28,83.54,32.37,414.97,0,2,0,1,1107,1
30.11,85.03,72.71,135.6,2,2,0,0,1201,1
79.92,88.07,46.3,34.24,4,1,1,1,1956,0
19.11,63.68,1.05,83.9,2,0,1,1,1319,1
1.43,61.71,23.01,200.21,0,1,0,0,1869,0
19.48,84.0,24.16,56.85,0,1,1,0,1163,1
98.8,93.41,61.25,306.39,5,3,1,1,1004,1
75.74,8.55,69.61,20.63,0,2,0,0,914,1
93.46,92.57,18.51,170.13,8,5,1,1,469,1
28.9,49.58,37.21,406.1,1,0,0,0,1193,1
90.6,56.31,92.62,415.52,0,0,0,0,1227,1
84.95,71.36,66.21,132.23,4,2,0,1,1836,1
23.92,24.61,30.1,159.43,1,1,0,0,553,0
90.19,94.66,60.22,113.54,2,2,0,0,382,1
77.31,75.58,89.52,433.3,2,2,0,1,287,0
95.74,13.67,78.76,260.55,0,1,0,1,1778,1
27.23,90.29,94.71,163.09,0,0,0,0,1280,1
20.59,0.09,13.74,359.4,0,0,0,0,618,1
4.55,28.39,36.89,90.21,0,1,0,0,204,0
14.2,26.75,0.5,161.09,0,0,0,0,1403,0
82.73,82.25,94.89,460.46,4,2,0,1,1039,1
97.83,1.96,23.62,1.16,1,0,0,0,732,1
86.82,91.23,43.48,179.64,4,2,1,1,605,1
7.51,14.88,68.78,232.51,0,0,0,0,1718,0
12.5,78.83,8.69,208.17,4,2,0,1,196,1
47.63,21.66,60.44,76.56,1,1,0,1,973,0
79.8,6.98,33.04,490.99,0,2,0,0,28,1
97.61,0.01,89.07,223.33,1,1,1,0,1609,1
83.0,18.04,5.7,73.83,0,0,0,0,484,1
25.43,16.8,69.84,404.96,2,1,0,0,1960,0
5.86,11.57,59.62,217.32,0,0,1,1,64,0
43.83,36.52,13.36,1.5,1,1,1,0,369,0
88.52,16.01,27.46,113.33,1,1,1,0,901,0
23.9,99.03,19.32,162.3,0,1,0,0,1125,0
61.39,38.38,16.49,456.57,1,0,0,1,1533,0
74.54,77.15,71.47,246.23,2,4,0,0,292,0
2.27,20.93,14.26,105.44,1,1,0,0,1656,0
36.41,7.3,25.07,173.63,1,0,0,0,1065,1
92.0,99.57,76.0,179.1,3,3,1,1,1537,1
43.03,11.28,98.11,261.69,0,0,0,0,1345,0
29.56,86.5,76.89,411.38,0,0,0,1,676,1
97.12,64.88,17.05,162.45,0,2,0,0,490,1
75.77,81.8,36.97,494.85,4,3,1,1,334,1
74.95,67.75,78.09,255.39,7,0,1,1,875,1
9.94,7.6,5.47,34.47,0,0,0,0,1773,0
13.15,12.09,82.97,13.22,0,0,0,1,432,0
43.59,63.83,10.36,142.85,0,1,0,0,1368,0
13.48,53.35,36.23,302.87,1,4,0,1,1763,1
14.73,60.13,68.88,322.09,1,1,0,0,1657,0
27.12,23.31,33.69,148.27,3,0,0,0,265,0
34.03,46.38,56.51,289.45,1,0,0,0,1754,0
77.61,85.87,1.18,266.35,1,0,0,0,108,1
93.25,72.32,20.11,409.05,3,1,0,1,1392,1
90.96,94.49,28.5,73.52,3,3,1,1,1481,1
83.7,80.51,22.51,46.19,3,4,1,1,798,1
14.06,38.01,82.81,415.41,0,0,0,0,54,0
79.27,92.68,83.97,125.96,5,4,1,1,86,1
38.58,17.93,14.91,477.64,0,0,0,0,264,0
77.77,81.41,25.59,206.77,5,3,1,1,1584,1
54.03,57.04,61.05,135.58,3,1,0,0,1723,0
83.04,75.53,70.55,135.96,7,2,0,1,1489,1
62.74,94.63,17.85,442.57,7,1,0,0,1843,1
35.16,45.21,62.81,286.2,1,4,1,0,709,1
77.73,80.56,78.15,82.63,7,0,0,0,1562,1
71.35,64.48,15.78,236.52,0,1,0,0,703,0
88.74,78.22,43.05,165.64,3,5,1,1,1431,1
26.2,97.35,5.62,63.27,0,0,0,0,968,0
76.43,38.28,0.85,43.24,0,4,0,1,1191,1
93.12,91.96,11.83,299.53,6,4,0,1,1885,1
72.75,87.16,29.12,311.66,1,0,0,0,306,1
83.19,96.75,36.25,177.79,1,4,1,1,1387,1
76.68,89.8,28.35,422.05,3,5,1,1,1807,1
70.19,21.62,1.63,179.15,2,0,0,0,15,0
76.32,21.66,84.04,488.53,1,0,0,0,1146,0
81.47,25.34,78.06,26.26,0,0,0,0,1620,0
57.64,47.85,39.62,221.53,0,0,0,0,565,0
54.23,45.54,81.15,443.33,0,0,1,0,249,0
5.34,22.31,31.68,183.6,0,1,0,0,425,0
96.06,88.48,52.95,118.24,6,3,1,0,856,1
96.49,90.81,7.64,377.9,2,2,1,1,392,1
76.04,80.2,17.36,358.03,5,5,1,0,745,1
83.43,88.75,91.13,195.84,1,0,0,1,1357,1
37.28,51.24,9.33,325.29,1,0,0,1,1237,0
80.72,95.52,37.36,184.12,3,2,1,1,135,1
67.58,29.34,55.21,165.38,3,2,0,1,262,1
17.17,50.67,98.56,94.43,0,0,0,0,1758,0
4.71,39.11,33.49,442.17,0,0,0,0,1107,0
21.36,63.37,45.34,165.6,0,0,0,0,1706,0
82.16,84.37,27.92,452.64,5,2,0,1,868,1
71.52,59.22,86.65,377.14,0,0,1,0,1277,0
55.64,4.8,9.06,284.77,0,2,1,0,396,0
63.44,48.11,95.8,51.28,1,2,0,1,529,1
18.12,28.41,42.9,125.0,2,0,1,0,1904,0
67.57,3.44,23.85,330.81,0,0,1,0,1321,0
60.13,61.49,57.73,170.78,0,1,0,0,1836,0
94.06,85.37,30.33,371.13,4,4,1,1,1452,1
87.16,21.35,23.04,192.2,0,0,1,0,1244,1
91.18,94.68,96.08,194.31,2,3,0,1,1605,1
31.93,88.55,5.96,415.48,0,5,1,0,1115,1
54.33,16.41,17.46,308.81,0,4,0,0,1027,0
82.31,70.13,92.19,333.84,3,5,1,1,531,1
72.78,90.76,28.22,482.59,1,0,0,0,790,1
88.06,75.37,37.29,407.52,6,1,1,1,524,1
33.45,8.03,11.6,84.78,0,1,0,0,1573,0
64.24,89.92,80.39,396.98,1,0,0,0,1603,1
95.0,45.55,38.28,374.75,2,0,1,0,1986,0
91.76,90.07,16.4,60.59,7,1,1,1,1524,1
92.92,21.71,76.66,161.78,2,0,1,0,1778,1
96.85,99.27,13.6,46.13,3,4,1,1,1695,1
92.69,72.61,99.56,25.3,4,1,1,1,1460,1
18.55,93.88,16.93,130.7,0,3,0,0,1262,1
8.94,23.49,29.93,78.74,0,1,0,0,776,0
57.95,98.06,95.59,140.55,1,3,0,0,154,1
54.1,8.73,89.76,7.08,0,0,0,0,537,0
37.59,19.25,41.92,237.89,0,0,0,1,278,0
98.81,52.99,53.05,334.25,1,0,0,0,131,0
94.52,98.5,51.11,298.86,0,0,0,0,1782,1
0.52,37.52,47.41,33.74,0,0,0,0,1226,0
7.47,46.12,70.31,267.07,0,0,0,0,805,0
95.3,98.66,41.91,132.92,5,5,1,1,941,1
59.45,19.45,13.5,316.73,0,0,0,0,1304,1
81.52,71.99,41.3,420.74,4,4,1,1,1431,1
84.11,92.82,21.91,293.16,2,5,0,1,782,1
47.93,16.33,32.86,277.39,1,3,0,0,1480,0
34.57,55.26,48.27,350.74,1,0,0,0,912,0
63.75,82.77,35.17,155.51,0,0,0,1,960,0
46.62,51.55,76.45,440.22,0,0,0,0,1411,0
10.91,29.88,57.1,416.87,0,0,0,0,1619,0
97.41,99.96,40.47,392.19,7,1,0,0,1223,1
74.67,45.59,68.2,128.04,0,0,0,0,1712,0
61.24,14.74,45.14,200.47,2,2,0,0,204,1
92.03,84.82,6.03,496.14,5,5,1,0,1150,1
79.04,76.94,72.7,247.61,5,3,0,0,523,1
77.77,96.54,19.08,65.47,4,5,0,1,225,1
41.8,19.63,14.82,40.22,0,0,0,0,195,0
23.16,62.79,23.21,319.87,0,0,0,0,1253,0
35.02,96.42,24.69,120.54,0,1,0,0,500,0
41.51,44.04,60.79,346.12,0,0,1,0,636,0
96.31,78.08,98.6,237.19,7,2,1,0,1384,1
94.93,80.84,85.58,73.47,5,3,1,0,1255,1
27.76,3.24,80.08,57.75,1,2,1,0,1867,0
11.91,38.36,6.0,129.97,2,0,0,0,367,0
66.38,42.81,80.59,63.88,0,0,0,0,657,0
9.34,5.28,34.3,55.03,2,3,0,0,460,1
76.49,81.65,98.16,452.65,8,2,0,1,1878,1
4.82,35.23,49.2,476.12,0,0,0,0,1715,0
67.79,17.18,4.69,310.58,6,0,0,0,1345,1
89.02,76.86,22.08,39.9,5,2,1,0,1471,1
58.31,74.1,59.35,326.21,1,1,0,1,561,1
5.08,41.76,26.55,121.86,1,4,0,1,1052,1
35.96,96.3,62.69,398.49,0,1,0,0,1751,0
47.06,50.08,15.4,45.58,0,0,0,1,241,0
97.65,77.15,38.23,29.79,1,0,0,0,381,1
84.72,38.21,44.19,231.67,1,1,0,0,570,1
4.89,0.29,31.0,237.76,0,0,0,0,1001,0
6.26,61.47,72.98,133.9,0,2,1,0,1102,0
78.41,95.54,5.55,414.55,1,2,1,0,428,1
75.74,75.93,55.47,72.06,3,4,1,1,1998,1
67.64,31.48,29.43,473.57,0,0,0,0,285,0
3.49,13.1,9.82,98.64,0,0,0,0,1639,0
8.51,69.73,38.43,96.16,2,0,0,0,686,0
88.39,85.61,41.17,422.6,5,2,0,1,857,1
28.82,6.73,84.13,255.84,8,4,0,0,1268,0
76.6,96.21,63.65,387.69,3,1,1,1,206,1
15.77,85.91,38.94,33.55,0,4,1,0,465,1
87.67,72.32,89.12,356.87,3,1,1,1,283,1
55.02,75.32,57.26,147.68,1,2,0,0,537,0
99.65,89.37,60.42,80.48,6,4,1,1,702,1
11.22,26.74,51.61,483.68,0,0,0,0,798,0
94.84,78.41,12.78,347.92,5,5,1,1,102,1
47.14,26.55,17.19,37.41,2,0,0,0,1989,0
81.65,84.11,21.69,388.01,2,3,0,0,231,1
83.32,23.01,59.89,259.91,0,0,0,0,516,0
55.51,15.62,76.49,225.3,0,0,0,0,831,1
53.58,64.12,13.01,113.22,0,0,0,1,499,1
54.8,52.3,33.83,141.55,1,0,0,0,1844,0
80.47,98.94,70.57,288.71,7,3,1,1,1540,1
32.24,57.2,82.31,122.35,0,1,0,0,1832,0
47.28,21.6,19.59,311.3,2,0,0,0,278,0
90.16,84.66,73.07,437.35,3,3,1,1,1507,1
90.86,74.38,95.95,174.45,2,4,0,0,1451,1
14.37,29.95,77.48,33.34,0,2,0,1,1941,0
74.87,56.61,67.75,1.43,2,2,0,0,1122,1
22.04,14.78,32.4,18.02,1,0,0,0,1627,0
75.44,17.04,75.09,49.52,0,0,0,0,1160,1
85.45,95.62,60.54,424.42,5,5,1,0,721,1
95.34,76.96,50.04,247.25,4,5,1,0,1638,1
19.13,8.99,97.69,265.42,0,0,0,0,591,0
78.01,85.48,56.9,286.21,7,3,0,1,1545,1
51.45,49.07,20.14,430.84,1,0,0,1,515,1
36.4,4.8,39.84,205.27,3,0,1,0,1944,0
75.13,86.28,73.02,210.04,3,2,1,0,488,1
19.52,13.35,17.11,218.84,0,0,0,0,1762,0
91.3,92.26,7.48,48.11,8,2,1,0,1035,1
46.03,53.25,15.01,235.01,0,0,0,0,264,0
34.83,30.43,89.57,177.09,1,0,0,0,457,0
42.11,55.57,32.94,43.37,0,5,0,1,547,0
71.2,76.69,60.66,391.35,0,0,0,0,1906,0
65.85,61.93,47.51,314.1,2,1,1,1,1688,1
64.81,98.8,0.52,400.82,1,1,0,0,419,1
45.48,4.67,44.99,7.75,5,0,1,0,1608,1
77.06,76.4,83.56,27.43,6,3,1,1,72,1
38.62,23.04,68.18,342.51,2,0,0,0,809,1
8.16,44.5,9.15,283.45,0,0,0,0,553,0
36.21,52.07,79.84,331.17,2,0,0,0,1917,0
21.74,0.15,82.75,358.98,1,0,0,0,781,0
39.52,55.22,75.97,496.05,0,0,0,0,1837,0
31.64,32.67,20.87,244.52,0,0,0,0,1154,0
18.68,19.23,93.16,431.82,1,0,0,0,1700,0
18.68,28.74,21.32,407.31,1,1,0,0,230,1
56.71,28.42,74.3,216.51,1,0,0,0,1327,0
63.54,25.73,1.84,97.19,0,1,0,1,1960,1
36.88,82.64,67.2,131.58,2,0,0,0,1766,0
69.65,58.41,28.12,140.63,1,0,0,1,1283,0
11.89,52.39,88.09,231.52,0,1,0,0,774,1
96.77,89.59,99.79,439.62,5,4,1,1,1116,1
88.01,75.42,65.33,453.71,5,3,1,1,1629,1
43.59,54.48,15.03,59.21,1,0,0,0,768,0
41.27,35.33,8.21,25.56,0,0,0,0,1298,0
50.45,32.32,29.27,269.84,2,0,0,0,1355,0
51.32,75.3,41.57,298.51,1,5,0,0,1367,0
94.19,75.55,88.92,356.06,7,1,1,0,1789,1
87.86,71.41,90.28,471.85,4,5,1,0,1647,1
64.67,73.17,39.78,44.44,4,0,0,0,1936,0
77.66,16.79,5.24,369.97,1,3,1,0,35,1
95.75,83.62,6.51,33.91,7,2,0,1,1681,1
8.81,70.59,97.93,88.87,2,1,0,1,512,0
13.55,34.2,22.5,321.47,0,0,0,1,970,0
89.34,83.75,3.01,34.45,6,1,0,1,1184,1
47.93,49.99,57.07,264.27,1,3,0,0,698,1
62.86,29.08,39.93,228.38,7,3,0,0,909,0
81.53,83.74,33.91,97.52,2,4,1,1,1147,1
89.34,89.97,15.89,125.72,4,1,0,1,1274,1
76.88,81.58,11.86,230.72,7,1,0,1,621,1
77.18,14.14,96.54,5.12,1,4,1,0,680,1
29.6,44.29,25.03,265.41,1,0,0,0,1940,0
97.28,79.48,24.72,186.26,3,4,1,1,1739,1
71.68,49.57,45.53,342.1,0,0,0,0,1491,1
43.11,56.09,0.62,393.1,1,0,0,0,913,0
78.94,70.07,15.61,430.25,6,2,0,1,1701,1
39.68,58.72,55.71,305.72,0,0,0,0,1742,0
8.95,46.33,61.02,474.1,0,0,0,0,1471,0
